name,review,wakati,topic number
月の輪,非常に美味かったです。年に一度だけの販売で900ML@0前後だった思います、今現在でも販売しているのでしょうか？機会があれば、もう一度飲みたいものです。夢幻,非常 美味い    販売            前後 思う 現在 販売 する いる    機会 ある 飲む もの 夢幻,32
会州一,新宿のとあるお店で頂いたのですが、非常に飲みやすい日本酒です。吟醸・純米・本醸造と頂きましたが私は本醸造が好きです。テイストは濃厚辛口だと思いますが、辛口感が際立つ程ではないので、辛口が苦手な人でも結構いけると思います。私の友人が非常に気に入っております。四季の松島,新宿  頂く  非常 飲む やすい 日本酒 吟醸   醸造 頂く  醸造 好き テイスト 濃厚 辛口 思う 辛口  際立つ  辛口 苦手  いける 思う  友人 非常 気に入る おる 四季 松島,29
幻の瀧,特売でメーカー価格2140円を1780円で買ってきました～＾＾癖が無くて飲みやすいですね～この値段でこれは、かなりお得でしたよ～蔵王,特売 メーカー 価格             買う くる     無い 飲む やすい 値段 これ  蔵王,11
越の誉,先日近くにある地酒屋さんで”こざけ”なるものをみつけ古酒はなぁ～、とかいいつつ買い求め飲んでみると・・・・うま！私は濃い料理と合わせると、女房がいないと飲みすぎてしまう（と言っても一合五尺）古酒に対するイメージがチョット変わりかけた一本でした。於茂多加男山,先日 近く ある 地酒  さん   こざ   なる もの みつける  かいい 買い求める 飲む みる うま    濃い 料理 合わせる 女房 いる 飲む すぎる しまう   言う        イメージ 変わる かける   於茂  男山,2
浜千鳥,大吟醸を頂きました。本当に美味しいの一言に尽きます！特に印象的なのが、栓を開けた時に｢シュワ・シュワ｣と発泡する音がかすかに聞こえます。味はのテイストは濃厚辛口で、生酒特有のマッタリ感が印象的です。でも、しつこく無く非常絶妙なバランスです。濃厚辛口好きの方には、是非一度飲んで頂きたいです。墨廼江,吟醸 頂く 美味しい 一言 尽きる   印象    開ける  シュワ シュワ 発泡 する  かすか 聞こえる  テイスト 濃厚 辛口 生酒 特有 マッタリ  印象  しつこい 非常 絶妙 バランス 濃厚 辛口 好き  是非   飲む 頂く  廼江,30
酒一筋,"甘いとか辛い、という評価ではなく、一言で”うまい”としか言いようのないテイストです。桐箱入り720ml5,000円の純米大吟醸は、飲み口さわやかで、フルーティです。",甘い 辛い 評価 一言   うまい   言う よう ない テイスト  箱入り                  吟醸 飲む  さわやか フルーティ,34
真澄,真澄って、飲むほどに美味しくなる酒ですね。この山花も最初は、大吟醸らしい派手さもなく、無難な味だなって思っただけだったのですが、二日三日と続けて飲むうちに、手放せない味になってきます。あらばしり純米吟醸の出荷間近。楽しみです。宮寒梅,真澄 飲む 美味しい なる  山花 最初 吟醸 派手  ない 無難  なる 思う      続ける 飲む うち 手放せる  なる くる しり  吟醸 出荷 間近 楽しみ  寒梅,18
初孫,２００４年新酒飲みました。ﾁｮｯﾄ辛口で非常に飲みやすいです。薫りも良いですね～栗駒山,      新酒 飲む 辛口 非常 飲む やすい 薫り 良い 栗駒山,22
獺祭,誰にも知られたくないくらい好きな銘柄です。初めて飲んだときの感動が、忘れられません☆大七, 知る れる 好き 銘柄 飲む とき 感動 忘れる られる ,18
蓬莱泉,とにかく美味い。極めて入手困難な酒です。酒屋によっては定価の三倍の値段で売るところも…。たしかにワインのように付加価値が付く考え方もあるのでしょうが、個人的には残念。酒屋さんも仕入れするのに高いハードルがあるみたいです。甘くもなく辛くもない、澄んだ飲み口です。とにかく「綺麗」な感じ。私の中では現在一番の酒です。南部美人,美味い 入手 困難  酒屋 定価   値段 売る ところ ワイン よう 付加 価値 付く 考え方 ある  個人  残念 酒屋 さん 仕入れ する  高い ハードル ある みたい 甘い ない ない 澄む 飲む  綺麗 感じ   現在    南部 美人,33
黒龍,文句なしに日本で五本の指に入るうまさ。絶品。ただ…価格があまりにも高い田酒,文句 ない 日本    入る うまい  絶品 価格 高い  ,18
雪氷室一夜雫,東京でチェーン展開している居酒屋「北海道」で飲めますhttp://www.hokkaido-aji.com/香りが素晴らしく、飲みやすい。この酒なら日本酒になじみない方も入りやすいです。田酒,東京 チェーン 展開 する いる 居酒屋 北海道 飲める                                       香り 素晴らしい 飲む やすい  日本  なじみ ない  入る やすい  ,2
鳳凰美田,コストパフォーマンスの良い蔵でしっかりした酒質、軽快に飲める。鳳凰美田,コストパフォーマンス 良い  する   軽快 飲める 鳳凰 美田,5
白瀑,非常にリーズナブルで生酒がおいしい蔵です。分福,非常 リーズナブル 生酒 おいしい  分福,11
富久長,この蔵のお酒は非常にリーズナブルで香味にすぐれています。女性の方にもおすすめ。裏・雅山流,  非常 リーズナブル 香味 すぐれる いる 女性  おすすめ    ,25
太平山,香り高くコクがありキレも良し。うまかった！渡舟,香り 高い コク ある キレ 良い うまい    ,22
来福,華やかな香りが印象的、大人気でした。2000円じゃお買い得！,華やか 香り 印象  大人気       お買い得  ,5
菊水,缶入り菊水ふなくち一番絞り。日本酒入門用としては最適ではないかな。吟醸酒も、もちろんいいけどこんな所から入ってほしいな。ちょっと飲みてぇえな～って時思わず買ってしまいます。買うときのコツとして製造年月日を必ず見ること。缶の中で日々変化するこの酒、年数により本当に味が違います。軽め～濃い目まで変化します。詳しくはコンビニなんかでも300円位で普通に売っていますので飲んでください。くれぐれも冷蔵庫に入っていないのは買っちゃだめですよ。郷乃誉, 入り 菊水 ふる くちる   絞る 日本  入門  最適 吟醸  いい  入る ほしい 飲む ぇえなって  思う 買う しまう 買う とき コツ 製造 年月日 見る こと     変化 する  年数  違う  濃い  変化 する 詳しい コンビニ       普通 売る いる 飲む くださる 冷蔵庫 入る いる  買う だめ  乃誉,27
〆張鶴,〆張って言うと東京辺りでは純が人気のようですが私は雪・月・花が好きです。順番的には月・花・雪ですが、しいて言えば雪は飲まなくてもいいかなって感じです。月・花は香りやら何やらはあえて語る物ではないですが、一応淡麗辛口なのかな。月はほのかに米の香りがしたような気がします。花はいわゆる普通酒ですね。普通に美味しく晩酌にはもってこいの飲み飽きしなく、疲れない酒です。鶴齢, 言う 東京 辺り  人気 よう     好き 順番     言う  飲む いい かなう 感じ   香り 語る  淡い  辛口   ほのか  香り する よう  する  普通  普通 美味しい 晩酌 もってこい 飲む 飽きる する 疲れる   ,25
五人娘,千葉の米は美味しくない。水も良いとは思えない。(利根川水系）しかしこの神崎のお酒はうまかった。純米吟醸酒を飲んだのだが、なんと言うか乳酸発酵したときの、ヨーグルトっぽい芳香、酸味を感じました。米の香りは感じませんでしたが、自然酒というだけ合って天然酵母だとこんな味なのかと飲んでいました。普通に飲みたいけど値段はちょっと高めじゃなかったかな。翠露,千葉  美味しい  良い 思える   利根川 水系   する かしこ 神崎  うまい  吟醸  飲む  言う 乳酸 発酵 する とき ヨーグルト っぽい 芳香 酸味 感じる  香り 感じる 自然  いう 合う 天然 酵母   飲む いる 普通 飲む 値段 高め  ,17
